"","HH","FF"
"1",3.93229635271008,1.0700290575576
"2",3.4698302806521,1.3534224754322
"3",4.09736969185405,0.951570133910368
"4",3.7110291398736,1.00466225611015
"5",3.75159131757059,1.05842092466232
"6",3.40115699981342,1.24583749099801
"7",3.55002974427869,1.22743657603096
"8",3.58258702379176,1.18567493942663
"9",3.77410999193631,0.950205703415831
"10",3.59249428519591,1.20497856200514
"11",3.62129003924058,1.1386534344689
"12",3.8210002061281,1.04382093052549
"13",3.55364124903122,1.15506223894992
"14",3.66200114430698,1.16199118014232
"15",3.50449584649027,1.2582058894546
"16",3.76748916537583,1.08389676279745
"17",3.75958529534546,0.905572506374322
"18",3.58156713566594,1.16064378565652
"19",3.94273265429392,0.958006017766249
"20",3.69022278259008,1.00806043402237
"21",3.45744449721302,1.26538581437382
"22",3.52492407192729,0.931021224228709
"23",3.51873902145644,1.10681743117403
"24",3.76713642733091,1.06496586044893
"25",3.64679077061871,1.16472659843179
"26",3.8679484038355,1.06268622281298
"27",3.74017321677914,1.05953379269152
"28",3.39381368747196,1.17763509507134
"29",3.79281668878331,1.08201064708685
"30",3.53421277536618,1.15691714314032
"31",3.89244984783058,0.955299637438397
"32",3.56157955621194,1.20759737617555
"33",3.60747738120219,1.15769655526436
"34",3.65372163954838,1.14556523723154
"35",3.44264389493945,1.29938159069501
"36",3.77326784292156,1.09697337685449
"37",3.649126388302,1.10623554406967
"38",3.36687367630697,1.1608193214553
"39",3.85566910737121,1.06651997402645
"40",3.56158600190927,1.23058248643562
"41",3.8193717165666,1.04339735265348
"42",3.76451217232263,1.10157293988498
"43",3.45886168934623,1.11514697705033
"44",4.04289000510573,0.999520209079508
"45",3.76514938217133,1.07032651068614
"46",3.64473890078239,1.22569839156491
"47",3.77772200866372,1.06710714506924
"48",3.86102033107154,1.07848012759059
"49",4.196868469963,0.948051413251993
"50",3.77079152930954,1.02522359036453
"51",3.56349880190578,1.15539562885865
"52",3.74206960018015,0.961918866801666
"53",3.56965628440025,1.14724829809418
"54",3.84088099197468,1.02045589514175
"55",3.49977160132704,1.12498493589163
"56",3.34034562663999,1.23731011771288
"57",3.70865043112377,1.0228489120574
"58",3.51911568534067,1.15631771960359
"59",3.79883645640473,1.05290211421282
"60",3.62361761095397,1.13237507559307
"61",3.44302253116288,1.13161917571003
"62",3.72777885914528,1.14253398233434
"63",3.6562762468018,1.10875969122027
"64",3.65984507732539,1.10337154951419
"65",3.57509188094404,1.11847742996351
"66",3.99174151018986,0.909794622960114
"67",3.59871675729939,1.12265339209815
"68",3.56951599241829,1.16036243814925
"69",3.53104884446023,1.28833818965077
"70",3.62729704257845,1.16617958783429
"71",4.00272185481068,0.965133998397251
"72",3.80209004327639,1.07143013789731
"73",3.72312810715914,1.05469860437883
"74",3.40406866651628,1.21356711269625
"75",3.67761684870441,1.14073313949744
"76",3.51896167964066,1.11311743924389
"77",3.83330224287364,0.943945626434511
"78",3.67909975424994,1.16098784028866
"79",3.38347860530069,1.2225327069088
"80",3.63192017266899,1.08189847881732
"81",3.72391081539386,1.14379965211785
"82",3.63088485444937,1.18231467367158
"83",3.90671093263906,1.02328776793285
"84",3.9059456500994,1.00339793722888
"85",4.01284989040235,0.981703652501977
"86",3.31314466803309,1.16279039451445
"87",3.92969808045952,0.970732102748961
"88",3.77079348682575,1.11527321864352
"89",3.46916965993359,1.18368173169257
"90",3.86560482564812,1.17498927360628
"91",3.8797529001335,1.0025894835038
"92",3.54515196024711,1.09412704894599
"93",3.92978335419263,1.04156973833801
"94",3.4337162709734,1.18333162634939
"95",3.88317304008526,1.05929074299375
"96",3.98805239226671,0.948918879494446
"97",3.67313894664297,1.07326115151632
"98",3.74391566996284,1.08073377450175
"99",3.72074059211299,1.16418350822664
"100",3.52485148706729,1.03195581587256
"101",3.58093517186766,1.17812043222848
"102",3.63959562484725,1.18517658091996
"103",4.04657442780287,0.950800691086892
"104",3.72646211585303,1.02828242214445
"105",3.6002610719196,1.12072174333487
"106",3.68024619008663,1.04059810143795
"107",3.8415076599529,1.04726456863239
"108",3.39210582972374,1.10343844253403
"109",3.52036000789861,1.10332161584376
"110",3.59041468255283,1.06482006058701
"111",3.75790876917534,1.09372104823947
"112",3.78076867756423,1.0403183089247
"113",3.39603826337672,1.28176861365075
"114",4.07139599327565,0.93671165301792
"115",3.85742720012471,1.06928365706137
"116",3.29649023455707,1.14567955916284
"117",3.44268359147068,1.10192536021993
"118",3.6599654069722,0.977252956757295
"119",3.91591386767316,1.01232347729447
"120",3.67597644545889,1.0874042546343
"121",3.79281736800271,1.05528585684752
"122",3.75663745767845,1.05879813207997
"123",3.73958040006911,1.12812080405024
"124",3.93770981342919,1.04276206669012
"125",3.75655567775397,1.12593248892477
"126",3.94290649769075,1.02040501356712
"127",3.47530824517429,1.12304554999232
